ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
0d3e2b6d-99f2-4b4c-92d3-66b53a20fde6,Consultation for 00 Coleman Crossing,2018-08-10,Condition Application,Road construction,Prior Approval,Post-excavation assessment,Agree WSI,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",16/04/2019,Email,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",No outcome,Information Unavailable,POINT (-0.101406616905939 51.5178845772157)
c49fb29c-1e69-4f50-9a1a-efc4721a6c20,Consultation for 800 Esker Street,2018-09-05,Condition Application,Building alteration,Enquiry,Completed,Agree WSI,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,19/11/2018,Email,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Approved - with watching brief condition,Leave,POINT (-0.098165240598565 51.5168652963664)
7665c4d2-74fe-4b4b-9172-fbd780009698,Consultation for 50 Golf Pass,2019-03-04,Post-Application,Mixed Use,Appeal,Aborted,Building Recording,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,13/10/2018,Telephone,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Approved - with legal agreement,Extended Deadline,POINT (-0.08810223943169 51.5294984092488)
8b149fab-de58-45be-8731-d4fdc45117b2,Consultation for 7 Sundown Trail,2018-10-01,Pre-Application,Mixed Use,Listed Building Consent,Pre-decision assessment/evaluation,Building Engagement,Sed ante. Vivamus tortor. Duis mattis egestas metus.,16/08/2018,Mail,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",No outcome,Admin error,POINT (-0.092385690911839 51.531725326987)
52d3d857-338c-4276-802b-e66d337511c5,Consultation for 5 International Drive,2018-11-21,Post-Application,Land restoration,Listed Building Consent,Aborted,Agree WSI,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",07/09/2018,Email,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Implemented,Admin error,POINT (-0.10809880309127 51.5212253701651)
96daa742-079e-47c4-acd3-b403e0d79aea,Consultation for 027 Mosinee Crossing,2018-12-26,Post-Application,Land restoration,Listed Building Consent,Aborted,Building Recording,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,31/03/2019,Mail,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Implemented,Information Unavailable,POINT (-0.100591547084833 51.5241611104996)
a3fb93c3-d388-477b-a44d-a6cb05e1a920,Consultation for 414 Eastlawn Parkway,2018-11-21,Pre-Application,Mixed Use,Appeal,Dormant,Building Recording,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,05/04/2019,Telephone,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Approved - with legal agreement,IT Failure,POINT (-0.098552948337185 51.5243840788866)
6b157d75-0464-4dfa-9c2c-e9c0258e804e,Consultation for 40 Lindbergh Pass,2019-04-12,Condition Application,Land restoration,Listed Building Consent,Project Initiation,Agree WSI,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",11/01/2019,Mail,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Approved - with full condition,IT Failure,POINT (-0.100560519776247 51.5248099171709)
7c865861-edd1-43ce-a688-e0bf88464ef0,Consultation for 06328 Green Pass,2018-09-21,Post-Application,Mixed Use,Enquiry,Mitigation,Building Engagement,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",21/11/2018,Email,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Approved - with legal agreement,Extended Deadline,POINT (-0.09888108 51.52579308)
b4270111-29b9-4cbf-945b-be5c268a2da8,Consultation for 21 Havey Pass,2019-02-04,Post-Application,Mixed Use,Prior Approval,Project Initiation,Building Engagement,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,14/05/2019,Telephone,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Implemented,Information Unavailable,POINT (-0.105977101064565 51.5225041770985)
1a497f0c-f5a0-4056-9d35-06484237d9e5,Consultation for 7001 Dawn Place,2018-11-22,Post-Application,Road construction,Enquiry,Pre-decision assessment/evaluation,Building Recording,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,15/10/2018,Telephone,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Approved - with watching brief condition,Leave,POINT (-0.10450716833442 51.5226611220911)
76f18ce7-6f1e-4c76-b80f-f2cb411cddda,Consultation for 5 Cordelia Court,2019-04-27,Post-Application,Mixed Use,Appeal,Pre-decision assessment/evaluation,Building Engagement,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,02/12/2018,Telephone,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Implemented,Further Information Required,POINT (-0.103193165538055 51.5233218368161)
62432544-8f87-4811-ac79-033221ea5ce8,Consultation for 5390 Duke Lane,2019-01-23,Condition Application,Land restoration,Listed Building Consent,Mitigation,Building Engagement,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",27/09/2018,Telephone,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",No outcome,Admin error,POINT (-0.104192280148619 51.5236415903653)
30d2e53d-1c26-4f56-b85d-3056720f578b,Consultation for 1 Schlimgen Alley,2019-05-09,Post-Application,Land restoration,Appeal,Aborted,Building Engagement,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,14/11/2018,Email,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Approved - with legal agreement,Admin error,POINT (-0.104383066526938 51.5240060695215)
c8571ebc-b4b8-4c79-874b-d0a655cab52f,Consultation for 0 Southridge Place,2018-10-08,Pre-Application,Road construction,Appeal,Mitigation,Agree WSI,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",04/05/2019,Mail,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with legal agreement,Extended Deadline,POINT (-0.102829350558909 51.5254407774994)
30ef4fef-53c3-4725-9a67-25b548370b2e,Consultation for 59 Valley Edge Avenue,2018-10-05,Post-Application,Mixed Use,Listed Building Consent,Aborted,Agree WSI,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",27/06/2019,Mail,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Approved - with watching brief condition,Extended Deadline,POINT (-0.082997751324879 51.5271609330925)
fe441d03-f29d-400d-abae-7e4182269eeb,Consultation for 1841 1st Road,2018-10-06,Pre-Application,Building alteration,Enquiry,Post-excavation assessment,Agree WSI,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,18/02/2019,Telephone,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Approved - with full condition,Leave,POINT (-0.082786430396271 51.5290701864245)
b06c4cae-f008-486c-a57f-c948046833c1,Consultation for 1 Kinsman Place,2018-12-19,Post-Application,Road construction,Enquiry,Project Initiation,Building Engagement,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",24/02/2019,Mail,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Approved - with legal agreement,Further Information Required,POINT (-0.082444985791909 51.5294957281233)
9b94f641-dbce-49fc-afc2-a322ff93bb63,Consultation for 4542 Bobwhite Court,2019-02-20,Condition Application,Mixed Use,Enquiry,Post-excavation assessment,Agree WSI,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",23/04/2019,Telephone,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Approved - with full condition,Admin error,POINT (-0.08268344 51.52959726)
99d1ab95-14fb-4213-be2a-7f6fbf9cbdae,Consultation for 96191 Mayer Alley,2018-09-01,Pre-Application,Building alteration,Listed Building Consent,Completed,Building Recording,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,16/07/2019,Telephone,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Approved - with full condition,Extended Deadline,POINT (-0.106617306534387 51.5169587620337)
cfe65897-4c42-484d-ad78-33534be58644,Consultation for 84 Maple Point,2018-11-21,Pre-Application,Land restoration,Appeal,Mitigation,Agree WSI,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,05/03/2019,Email,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Implemented,Further Information Required,POINT (-0.104167015261654 51.5172303844083)
a0abef18-aba2-4274-a3e0-96944fddc75b,Consultation for 6333 Troy Avenue,2018-08-30,Pre-Application,Mixed Use,Listed Building Consent,Completed,Agree WSI,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",12/01/2019,Email,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Approved - with watching brief condition,Further Information Required,POINT (-0.113342660302294 51.5230723118862)
f29e6222-699f-4dff-9bac-c6d40f44b6ff,Consultation for 6 Mendota Drive,2019-04-13,Pre-Application,Road construction,Appeal,Aborted,Agree WSI,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",10/01/2019,Telephone,Fusce consequat. Nulla nisl. Nunc nisl.,No outcome,Admin error,POINT (-0.10998327 51.520478325)
72e42489-f589-456a-a567-ce5df60fdb89,Consultation for 68 Haas Way,2019-01-09,Post-Application,Land restoration,Listed Building Consent,Post-excavation assessment,Agree WSI,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,30/03/2019,Mail,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Approved - with watching brief condition,IT Failure,POINT (-0.109033041505055 51.5224438670729)
e395ac19-2872-4b43-b1dd-33839fa6209f,Consultation for 99 Lighthouse Bay Junction,2019-02-14,Condition Application,Land restoration,Listed Building Consent,Aborted,Agree WSI,Sed ante. Vivamus tortor. Duis mattis egestas metus.,08/04/2019,Telephone,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Implemented,Leave,POINT (-0.108397899354595 51.5219294073005)
47cd84d6-e430-4788-9b14-6ed35b5b85eb,Consultation for 5121 Meadow Ridge Junction,2019-02-16,Condition Application,Mixed Use,Appeal,Mitigation,Agree WSI,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,14/07/2019,Email,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Implemented,IT Failure,POINT (-0.112922666185418 51.5168307382825)
285da9b9-58a3-41c5-93f9-2bc2affe700b,Consultation for 508 Shoshone Way,2019-03-03,Post-Application,Land restoration,Prior Approval,Mitigation,Agree WSI,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",10/02/2019,Mail,In congue. Etiam justo. Etiam pretium iaculis justo.,Approved - with watching brief condition,Leave,POINT (-0.111114838507895 51.5189045341782)
3576c2e3-80ce-4968-aee9-d00d45fc4636,Consultation for 051 Ridgeview Terrace,2018-11-17,Pre-Application,Building alteration,Enquiry,Post-excavation assessment,Building Engagement,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",29/01/2019,Email,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Approved - with legal agreement,IT Failure,POINT (-0.112009468627789 51.5201288647814)
4dc21647-0311-4f3b-81d1-d516dd82608b,Consultation for 95 2nd Place,2019-03-29,Condition Application,Land restoration,Appeal,Post-excavation assessment,Building Engagement,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,11/12/2018,Mail,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Approved - with watching brief condition,Information Unavailable,POINT (-0.111199134744877 51.5201261466442)
b1092bf7-604f-4565-a7b2-b24157d70321,Consultation for 96559 Kensington Trail,2018-12-12,Condition Application,Land restoration,Appeal,Completed,Agree WSI,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",12/05/2019,Mail,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Approved - with full condition,Extended Deadline,POINT (-0.11241637878014 51.5205214445682)
fe3d578d-44bc-494d-acb7-b9d8b12d1621,Consultation for 87266 Old Shore Court,2019-05-03,Post-Application,Building alteration,Enquiry,Project Initiation,Building Engagement,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",04/11/2018,Mail,Sed ante. Vivamus tortor. Duis mattis egestas metus.,No outcome,Leave,POINT (-0.11168730745903 51.5213762777932)
aaa0cb71-9173-4e55-89d8-59ebe35cb748,Consultation for 159 Valley Edge Street,2018-09-01,Condition Application,Building alteration,Listed Building Consent,Aborted,Building Recording,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,01/03/2019,Mail,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Implemented,Admin error,POINT (-0.113350449699685 51.5227469199393)
2d827c61-9cfd-48e4-9187-71d7ba5ba876,Consultation for 590 Menomonie Trail,2018-09-15,Condition Application,Building alteration,Listed Building Consent,Pre-decision assessment/evaluation,Agree WSI,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,17/06/2019,Email,Fusce consequat. Nulla nisl. Nunc nisl.,Approved - with watching brief condition,Admin error,POINT (-0.112673630034568 51.5227558912869)
59424349-e4b6-457a-8ec7-8a6492b7671a,Consultation for 1030 Starling Alley,2018-12-12,Post-Application,Road construction,Enquiry,Dormant,Agree WSI,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,21/04/2019,Email,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Implemented,IT Failure,POINT (-0.099511097368029 51.5330052808921)
dd498b64-279d-4303-98d5-7fb61c7826e9,Consultation for 151 Waxwing Terrace,2019-04-25,Pre-Application,Road construction,Prior Approval,Mitigation,Agree WSI,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,05/06/2019,Mail,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",No outcome,Admin error,POINT (-0.097411078102488 51.5326142584354)
710b5f1c-648f-41b9-b4cb-c09187f9f6a1,Consultation for 2734 Sommers Point,2018-11-30,Post-Application,Mixed Use,Listed Building Consent,Post-excavation assessment,Agree WSI,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",23/04/2019,Mail,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Implemented,Further Information Required,POINT (-0.096655191715963 51.5280408964072)
599be106-3e4c-45e8-986b-eed7dfd47d30,Consultation for 345 Erie Court,2019-05-05,Pre-Application,Land restoration,Appeal,Aborted,Agree WSI,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,30/03/2019,Telephone,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Approved - with full condition,IT Failure,POINT (-0.096305755392553 51.5310850832273)
030d70e7-af16-4f8b-806f-2f1e5bcd981f,Consultation for 9635 Towne Center,2019-02-28,Post-Application,Mixed Use,Listed Building Consent,Mitigation,Agree WSI,In congue. Etiam justo. Etiam pretium iaculis justo.,31/07/2018,Email,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Approved - with full condition,Admin error,POINT (-0.095047477894995 51.5288208049991)
bf1ffa71-ca2d-4f21-b540-8defc0f5449e,Consultation for 5006 Linden Place,2019-01-12,Condition Application,Land restoration,Prior Approval,Mitigation,Agree WSI,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,21/04/2019,Email,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Approved - with watching brief condition,Admin error,POINT (-0.094229932435308 51.5267670596196)
04e9b4ba-e8c5-4d11-9622-017ac5e99cd7,Consultation for 4971 Annamark Drive,2018-12-11,Post-Application,Building alteration,Appeal,Pre-decision assessment/evaluation,Building Recording,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",12/06/2019,Email,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",No outcome,Extended Deadline,POINT (-0.092692667593743 51.5279724750153)
2ab2f922-0b63-410a-b46e-76e3b1435683,Consultation for 7813 Portage Crossing,2018-08-02,Condition Application,Road construction,Listed Building Consent,Mitigation,Building Recording,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",14/03/2019,Mail,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Approved - with watching brief condition,Further Information Required,POINT (-0.088722601894397 51.5270824986239)
e88f2ad0-c54e-4229-b776-8de9506d6fd4,Consultation for 0 Muir Hill,2018-10-18,Pre-Application,Building alteration,Enquiry,Aborted,Agree WSI,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",22/05/2019,Telephone,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Approved - with watching brief condition,IT Failure,POINT (-0.112293093633528 51.5254182992218)
23d99de9-1096-499d-b128-d20d5b455950,Consultation for 31 Mitchell Court,2019-02-14,Pre-Application,Road construction,Prior Approval,Completed,Building Engagement,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,17/09/2018,Mail,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Approved - with full condition,Leave,POINT (-0.111070767119078 51.5271626757461)
a5acca5f-dbd9-4f61-a8c9-f396d60fcb5e,Consultation for 999 Gerald Court,2018-10-10,Pre-Application,Road construction,Prior Approval,Pre-decision assessment/evaluation,Agree WSI,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,11/07/2019,Mail,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Implemented,IT Failure,POINT (-0.111348181496726 51.5269040702383)
b22cd215-4bae-47ea-95b0-df77790be5ad,Consultation for 4832 Norway Maple Alley,2019-02-06,Condition Application,Building alteration,Prior Approval,Completed,Building Recording,In congue. Etiam justo. Etiam pretium iaculis justo.,07/01/2019,Telephone,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Implemented,Leave,POINT (-0.110606183668927 51.5268305684045)
44641666-2908-4215-8196-2320fbf629ed,Consultation for 9 Grasskamp Way,2019-04-10,Post-Application,Building alteration,Prior Approval,Mitigation,Building Engagement,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",07/05/2019,Mail,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",No outcome,IT Failure,POINT (-0.109128217205611 51.5261380489532)
b883176b-ae43-4e31-8e81-db0aa04dcce2,Consultation for 0 Bowman Terrace,2019-03-29,Condition Application,Land restoration,Appeal,Mitigation,Agree WSI,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",25/05/2019,Mail,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Implemented,Further Information Required,POINT (-0.108625619811702 51.5250660566959)
c42d3633-12a3-4b79-a809-5b6b77ad895f,Consultation for 28 Rusk Trail,2019-05-04,Pre-Application,Mixed Use,Enquiry,Project Initiation,Agree WSI,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",16/02/2019,Email,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Approved - with watching brief condition,Extended Deadline,POINT (-0.107944921744492 51.5249592355619)
bf04bc04-7ee5-46e4-9eb3-daf532468139,Consultation for 82 Ridge Oak Terrace,2018-08-23,Post-Application,Road construction,Appeal,Aborted,Agree WSI,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,24/09/2018,Telephone,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Implemented,Admin error,POINT (-0.1067958974006 51.5252490688487)
7d596ab6-e433-40e2-adc0-3a9e35fa6fa2,Consultation for 9163 Dexter Crossing,2019-01-16,Pre-Application,Building alteration,Prior Approval,Post-excavation assessment,Building Recording,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",25/12/2018,Telephone,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Approved - with watching brief condition,Admin error,POINT (-0.113026517482015 51.5251664499404)
30804c6b-1698-4ecc-9d2b-285c89a82460,Consultation for 9 Sullivan Point,2018-10-08,Pre-Application,Building alteration,Listed Building Consent,Mitigation,Building Recording,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",21/04/2019,Mail,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",No outcome,Information Unavailable,POINT (-0.110865018975481 51.5241268250981)
80ab5a2c-46f8-47dd-8853-139e9c57ef56,Consultation for 69969 Ilene Alley,2018-10-31,Post-Application,Building alteration,Appeal,Pre-decision assessment/evaluation,Building Engagement,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,08/01/2019,Email,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Approved - with watching brief condition,Further Information Required,POINT (-0.109247221857272 51.5242686230044)
b60d6c4c-47b8-4c49-8890-3563591e8732,Consultation for 94188 Cherokee Point,2019-03-15,Condition Application,Road construction,Listed Building Consent,Project Initiation,Building Engagement,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",30/09/2018,Telephone,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Approved - with watching brief condition,Admin error,POINT (-0.107195571287185 51.5237426505624)
aae4438d-780b-4d79-83ac-fcbee4e7fbae,Consultation for 167 Pearson Way,2019-03-24,Pre-Application,Mixed Use,Enquiry,Post-excavation assessment,Agree WSI,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",17/04/2019,Mail,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Approved - with legal agreement,Further Information Required,POINT (-0.106309988454225 51.5239982530438)
d455eb1a-c27d-4757-92a4-7cfe45e56467,Consultation for 890 Bayside Crossing,2019-03-27,Post-Application,Building alteration,Appeal,Pre-decision assessment/evaluation,Agree WSI,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",07/07/2019,Email,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Approved - with watching brief condition,Extended Deadline,POINT (-0.104088833895844 51.5200175460263)
da7c8854-9beb-44ef-a5c7-a39fdfca50ee,Consultation for 6 Aberg Pass,2019-04-06,Post-Application,Land restoration,Appeal,Mitigation,Building Engagement,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",04/07/2019,Mail,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Implemented,IT Failure,POINT (-0.103109349662929 51.5199902763386)
